,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99
c-14,-0.199501053232197,0.04589789187818253,1.0309053221572397,0.14754963475069555,0.0368288146618648,-0.08414608985953366,-0.0927469407048166,-0.07610499114682992,0.07580624224399854,0.07589982800140266,-0.10508358760654271,-0.12966237896668137,0.0014973403613823605,0.017091985587298426,0.02599399969939513,0.001468623421202944,-0.025255982192111705,0.04307721078224413,0.07006026477644542,-0.08446400228018279,-0.08804869910830644,-0.022525843537190088,-0.0426577782493725,0.009296318430475986,0.25053415399122403,-0.16580506885691249,-0.08464554608793534,0.007131216695653853,-0.023717644002535374,-0.06816657631700525,-0.1601448089369007,-0.05530185975594422,0.02031752880168572,0.0114330074316014,0.006299157209594426,0.003670116785069913,0.058916385705609094,-0.061581585390630314,0.013975059395720819,0.06597259956330466,0.058095867014947886,0.03508854645345083,-0.06907877129186821,0.036522954505642316,-0.04269523643951913,0.0761079580451312,0.0573789279644441,-0.028367706554105938,-0.07704458292899004,-0.0463761235711786,-0.1518883979230853,0.004249706905309073,-0.1485014873953472,-0.10234226467019109,0.08832009232797516,-0.03466148070023048,-0.13126549627519893,-0.0037800334375858737,-0.056257926466505785,-0.004634728406646108,-0.024392869030641057,-0.017005470444486515,0.18521468797176652,0.05796914416428137,-0.07276928110486855,-0.03339881130875859,-0.052805641016326905,0.0191803277210618,-0.023099349373558436,-0.06348451045724039,0.049191838844952596,0.1508014124567662,0.027033182381337083,-0.01160739916098441,0.0015766654977039884,0.09286706439720975,0.023202461936316938,0.012379548714440509,-0.061828439733489046,0.07262484083114668,-0.04979491608879985,0.04632773723519551,0.08518984671860348,0.026026819289998653,-0.01981372360912016,-0.04166464444175541,0.09585179247184465,-0.06466004026229549,0.01687970021156272,0.13099781404223412,-0.14341184825154993,-0.12460484515501169,0.09244434867903092,-0.12812839597506012,-0.0059292049270422,0.006771178026180551,-0.0408958981500564,0.05663279820249495,-0.01481756851501261,-0.04507809480748967
c-15,0.015286787120344345,0.08283335698681835,0.9774900371200805,-0.016766242976387815,-0.1130666881610343,-0.07222768240807177,0.05729634085973902,0.03445885527854379,-0.15172425712016227,0.07340390407634532,0.10270407887679282,0.16656327015304953,-0.10102416029235259,0.0464255920597817,0.02422980356727507,-0.06798659151427318,0.07174302802500737,0.1649246940928618,-0.10376324615482407,0.039647991008679384,-0.13344006483685408,0.006708482680256962,0.02842051614635028,0.062181923579365236,0.02226628776690405,0.10140665614467143,0.10881538998528613,0.00767788670303006,0.00481966815583618,-0.0523397918907122,0.10483704838930422,-0.048090725445435,-0.0279081065147609,-0.03622689992154231,-0.023129270451362104,-0.05872346615953035,-0.08542360309389256,0.042595103537919426,0.0808927335283789,0.07085573094554246,0.04212510965591157,0.14111292608410358,0.031765192239415506,0.06323376127013765,-0.1905744681826104,0.206765312995828,0.011703645441090394,-0.06653479751641134,-0.044392470460563896,-0.049036862679669196,0.12517686009757154,-0.014284065337036685,-0.0062471880782169024,-0.009529060651721847,-0.03158682607728218,0.14238561025404914,-0.018320135752324253,-0.1795645787722379,0.15128693150254316,0.1113463066917981,-0.013618349547131599,0.05015611930652635,-0.16710199350985283,0.021950840430315824,-0.03905929477454364,0.043345815495938946,-0.004897828815102731,0.01447241826921674,-0.005079994932848734,-0.08400204948606343,-0.08962771224491319,0.12250586909581607,-0.038446335163209173,-0.005992747521769535,-0.10843863602063207,0.00589359723419359,-0.11095261685130858,0.00036193621109210504,0.01990234099904021,-0.056936143710799365,0.062128144497442424,-0.05698096726628684,-0.07377066426899186,0.1651055507136855,0.03642160415771205,-0.015344491868863481,0.009513960779452919,-0.19252585797706345,-0.14752796649578745,-0.17752139190057972,-0.06334286243143218,0.0990295430099476,-0.08511933405700245,-0.06565780918261803,-0.06066474290872721,-0.00280378448277138,-0.058012904863578144,-0.1293586219845305,0.03410361395919097,0.01595834832158083
c-16,-0.047966887440556966,-0.08563691595093112,1.0787437301489018,-0.13717100188299292,0.0837370175192872,0.12917722968345646,0.09343821652392773,0.0635317009136188,-0.028048073840236002,-0.05745710330260868,0.01819915395486681,0.11826689430098622,-0.09120309899095666,-0.01457444572911834,0.07922444799248514,-0.0009255329067939724,0.14949875473274976,0.03156642787836838,0.1441759419226237,-0.09928080675575889,0.005425055313832858,-0.057620338591237524,-0.019558403174355744,-0.06942904124766303,0.03169356615765343,0.05277105553763069,-0.02171154945454768,0.05965465383463846,-0.01543196542268803,-0.03338691879694637,-0.1220045418430336,0.11492331266420205,-0.10149082875782327,0.05450941229012232,0.03276779977043166,-0.033466009648254504,0.00927699875247601,0.007544991050526172,0.03882683498228485,0.035994770193982194,-0.054835129668153196,-0.024939782986029554,0.1492869134593013,-0.22685548406529638,0.08205466165296373,-0.031354828225620655,0.016151180838445543,0.073183175091908,0.0291401239906318,0.07779983867021177,-0.010961027984998302,-0.008057514720705086,0.09760710248171194,-0.013413385276989412,0.0310525782150289,0.04038997525983628,-0.07001328693271922,0.06022132560667446,0.012361609478813132,-0.018511421106390282,-0.016553332273592437,-0.003827661148064819,-0.27418937287054107,0.048578273366756304,0.019425678536258265,-0.10253463783880438,0.12592196994021332,-0.04969484755640699,0.04322699412519934,0.14930959890282208,0.034703781820383556,0.10402979866764493,-0.013304358898804337,0.03741833874060145,-0.064472681670048,-0.08928384609474443,-0.04390116608455933,-0.0012829909590884752,-0.05411779732757935,-0.020027798843315535,0.025140651209001892,0.0035253240705999697,0.07987083956084193,-0.06012850972006846,-0.14836340701261555,-0.03886395595494367,-0.036147283408405846,-0.14192431391072471,-0.0003533858540659381,-0.048633285437819626,-0.12805473611343882,0.026408215073175128,0.06949427726790336,-0.08678637399228603,0.03671385685210786,0.05475616798227841,-0.03644877472137646,0.058661404061213875,0.02364123013215409,-0.1357197442962574
c-17,0.035638705485685984,0.07710574216928487,0.8952808941092487,0.0759279592641891,-0.003040283905538139,0.057798487589159356,0.010157330635606303,-0.045078424626411595,-0.006942039630788865,0.039333072654664424,0.04452924345443335,-0.05116134526526568,0.004670444101070496,0.015888702561031573,-0.08353237486574029,0.08090150004253359,-0.01664932427406256,-0.09447731347185444,0.035852372095665976,0.008971835930015605,-0.06315209304206336,0.15467299154989425,0.06789623622683719,0.06654580125904266,-0.047740951520370216,-0.01737419785521886,-0.16612901056216656,-0.006842696606984888,-0.059424076496965385,-0.02378654075987593,-0.02284805010045146,-0.0323379548995318,0.0932994355019213,-0.05962672761202953,0.10537567553914434,-0.010348394966412823,0.03102860072948327,0.1201993637383598,-0.010875502442125755,-0.0084971986041071,-0.05598739417318249,-0.003564687208990286,0.03860303267804313,-0.03192527918470737,0.039931201375505605,-0.009614415687339563,-0.12403260054661712,0.06654774595927328,0.04261104480119057,-0.06636544828372558,0.045667888621763485,-0.10914681211456118,0.07358749906172614,-0.012758245159820245,0.3181550102779973,-0.027157649520054367,-0.23296697289302712,-0.04782823829443267,0.05395899173342187,-0.04381016736840314,-0.07404184848247324,-0.12691203933924064,0.06198979763154099,0.04183013881012805,0.04255891242952971,0.001003395865597416,-0.1338605034226231,-0.02457262836007825,0.04803206800684619,-0.04034367654378417,-0.10835345580015447,0.0036462155695144204,-0.06939935275415776,-0.01431864013000479,0.0375759812770047,0.1268673054583489,-0.01891920060398847,0.021680323253238612,-0.03424977442310246,0.04797308800226489,0.027362041337002957,0.03337829900482221,0.05745361911436623,0.020036839597050275,-0.005056922024995762,0.037274455712900265,0.1528356322853659,0.03412317178013292,0.0333254532764533,0.04835835658263522,0.033475636044776054,-0.11821902423683303,-0.009981559145831527,-0.05147945944089893,0.016880510689883263,0.10258849692827862,-0.02490647448756485,-0.029070484586208957,0.028490771407728963,0.04073872872794969
c-18,0.04342325024608619,-0.017828799732534612,1.1043234945005849,-0.0782414422678586,0.022541518072928268,0.07397533143699529,-0.04536155348173338,-0.010714668568833022,0.07177665169972772,0.07833699597300761,0.043229184373000114,0.053976722791079665,-0.14542193326956288,-0.1439054776241247,-0.03609803826343052,-0.0638723375435582,-0.02729946296603868,-0.03378408285495449,0.0951267820478949,0.12346298219654481,0.048810182994009736,-0.019196399121529744,-0.0909917690737269,0.03632867826716716,-0.015277327336006546,-0.07544964110413428,-0.04721584575156267,-0.04543002654157105,0.04761251759188087,-0.02177858378468271,-0.1395527311277444,0.11151260444938467,0.14700310431137104,-0.014231287352283729,-0.01594109142226263,-0.10006638299530417,0.07750069457385769,0.137068927356892,0.11699456355922594,-0.02572489726425896,-0.09219194820446419,0.017538220323669584,-0.005305398962810523,-0.01913290101333097,0.02674186426812016,0.03686093111493003,-0.008710396021739878,0.0345897640913884,0.023768961355740754,0.008391611391444474,0.026829474557838143,0.14735338002386178,-0.03779603319188054,-0.04963110885930019,0.056995303837737744,-0.05101465640228166,-0.03387198050645978,-0.25635139468253737,0.0010879268641609172,0.022789349570131706,0.051683682878009146,0.1280182360749328,0.07752487184351926,0.15608605719810806,-0.19920206719434239,-0.14508624762029004,-0.0623324474867957,0.0777685278818777,0.02954096426761317,0.035913684746078894,0.03714023798914841,-0.09468595512653244,0.0407658708361766,-0.03030592187922913,0.07328728268180458,0.03803796792772514,0.04771933545083447,-0.02351700988943067,0.1445725035735018,0.09213874708119611,0.07764513404189302,0.07989383691040478,0.07362829989770006,0.05245303740100385,-0.13865892196416973,0.011521240782300941,0.08113743721083466,-0.1755921003192366,-0.10825090128302824,0.058576862841720444,-0.030230675898154275,0.08378182325311961,0.13243694638975592,0.07756884199811324,0.006797373292123657,-0.10933957505966162,0.013132224388736178,0.12932938291867024,0.02276350847310452,0.04935844654986142
c-19,0.011693163609418862,0.05193867007662135,0.9312705996659446,-0.0006796433457911216,-0.07620471583168634,0.012920003024826661,0.08026044624180007,0.024244254706967415,0.027616871853404886,-0.03489759413432026,-0.06533845239620811,0.052401082231927555,-0.14918958061873908,-0.056714460564995454,0.15738485364591961,0.11876010783988235,0.02242747885151154,-0.10462873225196595,0.021321603078851118,0.02363552468685256,0.042801590183044164,-0.05636621671276763,-0.04936598957187499,-0.01423889211958051,0.06811948412066382,0.13991992709503653,0.026782152983903986,0.024822257902715684,-0.07420141682069113,0.060450406364160034,0.02691092767585762,0.1118726121465047,-0.08829746476651236,-0.013154951370480174,0.18092361274526308,0.2556639145489445,0.05529943947682434,-0.15305005297388732,-0.012579509229372204,-0.03684067791534933,-0.058066619808063054,-0.02989614166369621,0.03440543375035835,-0.017511479833431574,-0.008377680564134415,-0.02982987834446359,-0.0503695265583735,-0.0009830011397178942,0.08944740975186452,0.04783023436132121,-0.0335991413172205,-0.07017490160692284,-0.10185944091469079,-0.06502493853791799,0.026356862419131506,0.17635622889698943,0.012442801413002023,0.12788699327656491,-0.0065921410183942325,-0.04640054880626845,-0.02722199502406296,-0.06498347833114182,0.10029767544728738,0.03105642279504486,0.18326508800573654,0.1114560961540365,-0.12434549780548232,-0.1517852061474997,0.24392272961301206,0.01997265220550436,0.23752183498760146,-0.035662293547305934,-0.10502788092306044,0.027228324540506412,0.055963402460824714,0.06047715993134327,-0.044827208325492286,-0.07677874361841432,-0.003943307606017968,0.013140502912317166,-0.033715431927958985,0.12583277899185802,0.06876018307523225,-0.09006298330927658,-0.07225006031641024,-0.058919885266665965,0.025977322757532006,0.16938257149727626,-0.04556793564064194,0.019870699166480564,-0.06780802738635501,-0.15323120610493882,0.01705223405888939,0.06254077883876906,0.022106372056070328,0.025279764776604003,0.016380777469023274,0.0332392128934151,0.009318416972453489,0.04195256512866543
c-20,0.032685139443977586,0.0264694484783106,1.0652713460446184,-0.06239668655763923,0.023129103815573288,0.04021971116366682,0.0465876043984781,-0.15912186078169757,-0.02027392317953198,-0.12558428348598516,0.09171927509666271,-0.018899498934332983,0.07656544303224527,0.07016450517581395,-0.06853312324101193,0.040865153633207654,0.06487477103380528,0.08806606533849114,-0.07774975265042136,-0.015259231433435359,0.07098463817476891,0.10766239370265318,0.018496700098805646,0.08014474122672023,0.06872769020348239,-0.033458026245827166,-0.07535697484891787,0.13848152578680428,-0.12142024614136124,0.04768650841789217,-0.036463853606845016,-0.06255835565513382,0.018200432939871145,0.03284565606904218,0.028090303603532183,0.029419954434465618,-0.046839733659423004,-0.05537450880619215,-0.12117691884516561,-0.03764143258028275,-0.16649781491158772,-0.10277839038726316,-0.015914671149512935,0.039697254504927004,0.1117785442257665,-0.05139522959233846,0.15182685533410006,0.10783777015669203,-0.038565933844436844,-0.025581964733045626,-0.05852807907984467,-0.07604570633644263,0.11058320325258057,-0.06346236241522403,-0.04326134834936751,0.026676237250353733,-0.07176827922187096,0.1391409704542386,0.06511962707781699,0.015298618056015274,0.08487090145321892,0.11002262969798236,0.058811587105695014,-0.04301342463025126,-0.0580000047727397,-0.08516535925782166,-0.13379827745550962,-0.05426735830116895,0.06737123820853028,-0.072111656737127,-0.07924672749490681,-0.11252774954586511,-0.03464990305558422,-0.004663596629598641,0.13867029335316777,-0.013686266564969768,-0.07082438858755602,0.09326436212015612,-0.13011103568517451,0.047031322834515145,-0.10626197124675947,-0.03374238385775657,0.10770951547806386,-0.1985112666585453,0.17121165491603374,0.018684422047520702,-0.08347015996613599,0.10968444812256217,-0.04150189410318037,0.0642772620218994,-0.049355848629302056,-0.027813279501231927,0.025539828450020792,0.10773351196519802,0.03033148719707785,0.00787027285647476,-0.02064907451123841,-0.007714222992103821,-0.05535291373462183,0.060279119698605395
c-21,0.05619466841727653,0.08071962186760442,0.9713530477263902,-0.04020867152413666,-0.03550033606134703,0.033989837407205875,0.053728303388466014,-0.0041590182680893905,-0.10388967565129231,-0.05148168738362394,-0.04832148953329633,0.10003403876816837,0.0728743303180823,-0.09779630284342983,-0.0022111485878960947,-0.018948621953878503,0.1396977035855402,-0.0725382443514951,0.016034666832380962,0.05964942339738731,-0.05310839232487146,0.015980987920061706,0.07425854874034925,-0.07452803815877236,-0.01857228543016624,0.08748902926840768,-0.1404538853190716,-0.011507860220130976,0.015953748388342178,-0.1513203880935527,-0.02332813641850261,-0.07648212996935849,0.04705056239097278,-0.032007081590664364,-0.027993077169826713,0.06362352582252952,-0.0768313137658719,-0.03299814882029456,0.16615204046171447,-0.015216218284385132,-0.049154443225230646,-0.04817373332428774,0.030653550047938658,-0.032201765235952286,0.09671237228281318,-0.04028372833408017,-0.10721191556073903,-0.05778458382847968,-0.019957574658174465,-0.06998616022097173,-0.028144157717057527,-0.05840584069700003,-0.0057665772623057415,-0.004027702910745808,0.020875725818948167,-0.09465668360542198,-0.09576191308166905,-0.1386984697859756,0.053042016745104587,0.04716665655662303,-0.0803180308059813,0.06334046746721375,0.06623754911632457,-0.10039452037204528,-0.01749619595906992,0.07310982823796569,0.004981170806572455,-0.07306177132777354,-0.11500921041354263,-0.010248557610963552,0.08203105803224892,-0.07710297644245194,-0.003387644719623528,0.002072121125618864,-0.12953081011218573,0.07778248384387274,0.104748382547693,0.02209346528222532,0.019162727215787302,-0.023635024354638875,0.0919151464294086,-0.01968682369631173,0.008169540292192858,-0.1350807472803026,-0.007280326978292556,0.044042067025024965,-0.1429746885682648,0.10705494392948504,0.06492219146960733,0.14586691008556849,-0.09081276826250706,-0.0871721167522969,-0.025857221096336726,-0.029918982948974437,-0.022493075151357848,0.14458002595533753,-0.14118137105758513,0.11630859546170062,0.04284516765400888,-0.20393403252714057
c-22,0.06906653741878117,-0.12500065483440093,0.9860523699115848,-0.0742815523337088,-0.11411179434972855,-0.13908051806609803,0.017702330763721092,-0.029781809787886596,-0.0454118217388651,0.030621651324157666,0.038312238101336396,-0.15000508088169895,0.02754281279799117,-0.0608508302383073,0.11590999927832255,0.11755346308226616,-0.07257798183419716,-0.1209871543477865,0.03481744986552532,-0.12580754052620113,0.03655456538189862,-0.09257472274422093,0.0084735100679628,0.14264829653200292,-0.08143865412510239,-0.08638007839320007,-0.00823189208808536,0.10196147684670404,-0.17299514120585616,0.020944738098254367,-0.10711907178107354,-0.09282852718591121,0.08640650997981703,-0.13111483941285582,0.03409037230792934,0.08654953295704661,-0.014541588293209812,-0.012267053412063158,-0.023770216414423416,0.20341371234069683,-0.0589697510542446,0.12290480056208068,-0.04605130170297838,0.057513880325676954,0.08026053460158343,0.04279058762961642,-0.058772650675113676,0.0596478794034147,0.045744888416330946,0.1120807280935823,-0.10233109630115801,-0.1043043424380973,0.07038206196213087,0.046575633019159055,0.060520040794056054,0.17164850328465558,-0.06437718344862207,-0.09812992151411372,0.006799189653737174,0.08524319879549472,-0.0745581956121317,-0.09917651909236522,0.14806404645853882,0.061277869132231454,0.05817750901015351,0.1180500207931354,-0.13890822936107053,-0.010077696227687257,-0.04688817008806204,-0.06471101281703648,0.04230796637543693,0.03397872864780403,0.10217310592546874,0.048650301053088436,0.07395356542419895,0.04527264108830688,-0.06841785716268109,0.039716329334011,0.04608676191093672,0.06275713965930305,-0.07992500886269964,0.016923396346794402,-0.1138412488339488,-0.12878054336847233,0.025053641702362482,0.03472550243787276,0.031864907957816095,0.14130472047300546,0.08936247203494628,0.018804837600864176,-0.014221145696944817,-0.012207936103505354,0.14707270017086108,0.049267694379337534,-0.07954276641244765,0.011514918148300753,0.03477869822213553,-0.07795026736623868,-0.04021196814009063,-0.068320860280185
c-23,0.02759894056204779,0.11684253563741194,0.9812639262237288,-0.11768725618008315,0.11257279839423207,-0.06330387950419439,0.04772627882714169,-0.11597426714151908,-0.008333026008954511,0.06667852119636361,-0.036306567479484644,0.021239929194495143,-0.010522285036977524,0.00964078221502916,0.17750880752502848,-0.0280019603603117,-0.04968444783202396,0.054321416986676016,-0.060365000754938766,0.13347785527419567,0.020929056707847716,0.041314710651371565,0.024312625102557772,0.005316939845362278,0.11156756851365601,0.0026864174981331927,-0.006651525483919017,-0.05257254386932185,-0.05803809380875032,-0.06606118838877546,0.008792731292671916,-0.02252883907783672,0.09047144970820098,0.008337503281351053,0.06314741317541424,0.05028410458431034,0.05381864236500154,0.032430691102749334,-0.014516843573158416,0.005189878263687347,-0.0645336173410285,0.09653624316976829,-0.22504979818964,-0.026139642496612034,-0.03716184564477149,0.03038580946374725,0.016584233029011825,-0.05892872209594618,-0.0856169465814759,0.05149786281692653,-0.0229121089278673,-0.06654867948217819,0.05279627556137528,-0.052697924306352874,0.039621065002133596,0.0522552785911311,-0.07486809885065793,-0.012952255721022076,0.06699326453305862,-0.000255698301651382,-0.22539042313002924,0.024957028624718255,0.044073286131615305,-0.0026706881696394224,-0.08116978230611349,0.10829420091334159,0.009239958321111222,0.060857577213341826,-0.0704220244339851,0.035977866835651545,0.023266125770501557,0.01615921336337129,0.011222050440586296,-0.18904587687352575,0.10947272867304146,-0.014374637668798053,0.003855340776712676,0.10304280600810019,-0.13154930176467172,0.1233172562867759,0.13475984600828594,-0.0913817101560686,0.09431169498654957,0.09899383807111485,-0.005851879194883687,-0.0010734094010455303,-0.03438115807364513,-0.03778017488318898,-0.04202908281878521,0.025243812163939165,0.09453488077065349,0.04913667754039798,0.0606917065228683,0.15433744213051287,-0.022235671022468376,-0.05454520947944914,0.047038915535789094,-0.05292107320172409,-0.022801559606291818,-0.09961313204552041
c-24,-0.03451889009014373,0.10201636187371646,0.9578347798935438,-0.011166682093333522,-0.05668052769137121,-0.06500077673323983,-0.10962051167157458,0.048265046346598915,0.12659131203156934,0.1509134356236977,-0.03398681934632559,0.10380339792051312,-0.09672469522736503,0.013552261063180988,0.030834426136815613,-0.01701032294931425,-0.10242926732312464,-0.047378313595421336,0.10082351316664696,0.0649904409778132,-0.0051717404002313595,-0.13003920250869552,0.1233504655071832,0.0630281618577177,-0.05832683836685621,-0.05987299598778662,-0.04043943754914599,-0.017412744420751285,0.07724419621266741,-0.023280656865855842,-0.0542575625888135,0.0852568490163545,-0.10938339413704753,0.007787765833336141,0.026795589386630833,0.19371435426308287,-0.0457024947357638,0.06607414213162327,0.019744206863197312,-0.1664970253511904,0.05123122160562439,-0.024243533850318452,-0.042651897262056974,-0.025882426806829815,-0.014199807821598742,0.10944525981395668,-0.07563251163471996,0.04261323331403617,0.11166429624060872,0.004404217602628338,-0.015762387974318982,-0.00981512089209721,0.06608878231597652,0.009136022246058943,0.03593337897819075,0.1529955727037086,-0.04808851565678049,0.019726821632149883,-0.07353756219202322,-0.05202776920554897,-0.06099834916484207,-0.03483112881700264,-0.0920090962258768,-0.07858124217826974,0.020792407783727228,-0.018351137441734677,0.13795137178551906,0.00904478811012009,0.022027363437874176,0.09863906844784479,-0.05161108950872645,0.03169636150873503,-0.09596747878339033,0.03078495113392674,-0.025923268129217344,0.14448311131381694,0.031791505012171435,0.0779291558679858,0.00046004184006655344,-0.13043431801415853,-0.13880870680946955,-0.14127136870174634,0.13932111684968623,-0.00419287482105782,-0.09941585389120511,-0.03388040496524645,0.02879812114406808,0.0733500086036689,-0.13983169913270999,0.14813125445516243,-0.020425847892204328,0.0964149148373893,0.02559435831434265,-0.07965795519719149,0.07201597543772975,0.04227064556520294,-0.049276963031229366,-0.07756743559419366,-0.019238993008425496,-0.03384904523241422
c-25,-0.010366302827543155,-0.07736939760228961,0.9462480820709575,0.041134504807874145,-0.045028829973826984,0.061324358703017105,0.09335531341133405,-0.13758958627352627,0.09475468795823852,-0.06343351351287349,-0.06792881601182346,-0.11654533462560741,-0.1328081106959443,0.02713932833326513,-0.024850185120987963,0.002547300616324274,-0.02599669906629129,-0.016463800573288823,-0.04986927354290315,-0.0074033005634787825,0.014783963946664546,-0.007163447764593124,0.009854222133967321,0.11888724906968391,-0.002877758351757577,-0.03912739454653442,0.0730554842536152,-0.048329108660715575,-0.05964060132466131,0.028287277502444745,-0.02827076776038845,-0.009583539921844415,-0.0943564178444859,0.04123869697847773,0.011664661250244504,0.017981633794214042,-0.0007635964366212461,0.11983612412037843,0.14300523861183695,-0.027355625471521202,-0.0672912229573023,0.03113850075285414,0.1327497677957335,0.11962948585562856,0.08697187670346351,-0.1247201917589661,0.014931573639461513,0.0885407436214182,-0.0442077204224512,0.06347804501893384,-0.04192912205385924,0.0193323395250194,-0.15631811592881614,0.02432374642117116,0.0714855534961585,-0.04227800902896761,0.08798768351105904,-0.07426827230139661,-0.09826686798724736,0.01971975765531871,0.0410247607230452,-0.016483541595292885,-0.020171230576856037,0.1379982687761331,0.08224008801168618,-0.013677209950331976,0.07029083265016607,-0.15833503085413947,-0.05672529332783331,0.01649908604824955,-0.04635768660210943,0.11548532308561972,-0.06704256272604651,-0.013307819351738503,-0.052003796082467725,0.01491778463954932,-0.055502191361462415,0.08384993277086511,-0.10960814846933897,0.02094464525047376,-0.15497220209289211,0.137677775074072,-0.02242694984650686,-0.12088837989955489,-0.04199876965823767,-0.005240251409212167,0.02652731613364073,-0.04573602468805466,0.1288438631835331,-0.023339235152616634,0.0723930990794962,0.11637755584402024,-0.08756802747630932,0.05592458080414813,-0.02031024644909854,0.04925719523248484,0.11001502783158164,-0.008500407856988903,-0.006564635751002102,-0.03718726617889496
c-26,0.0016892108978870553,0.12086507314234894,0.9034378808383754,-0.07655755018841952,-0.06301804754579607,0.05985071570646425,-0.03192589098942315,-0.028760798910729232,-0.02516383273861805,0.03619681290890645,0.03976293354831218,0.13876511734517427,0.07088783478624139,-0.0338156665185269,-0.10966487682049882,0.036112362679697044,-0.06006490551400953,0.030469334641838836,-0.08940245598902559,-0.14710567207214006,-0.055879271465096005,-0.010632483172150054,-0.13082165439529067,-0.015110238433285796,-0.07650903709872528,0.02329633462094724,0.037611152008487934,0.06180815851790911,0.016437141135735175,0.0473266160059755,0.05049135984740631,0.1633773992374704,0.020323682165820308,-0.11617882152252329,0.12171872532996623,-0.1274389738163631,-0.12884578700989593,0.008506150094146446,-0.09655961908252873,-0.05082377064818284,0.0735971951668105,0.04209907837056374,0.10027921363827122,-0.010026891439670999,0.013923706427220274,-0.07363766141774318,-0.05056709162310407,0.09091506473204956,-0.20991329615036997,-0.06592634922898974,-0.06484586459213576,0.05606526002421187,0.09220855867746384,0.008361416106276108,0.06568027155832881,-0.03199367617662178,0.012335831881550872,0.09680129390678376,0.06167973659346149,0.15504860512993712,0.05201550081777398,0.08999311837419978,0.11595580821597296,-0.08866630095375722,-0.08343516563131974,-0.00873817296804995,-0.06421596944925327,-0.14000576668952197,-0.07567827963349232,0.06745891571850512,0.0004427165000187842,-0.021481248124979313,0.12520158719336774,0.014634312861857424,0.1968107212595825,0.18241474963064871,0.14358436996255475,0.12396041581489793,0.10644170272336673,0.06466146805064589,-0.073536136746487,-0.044971918497334284,0.04363348654846949,-0.03226130440405792,0.10171329513734023,0.04520299648470793,-0.11365967092435009,0.13425318862995203,-0.09457130921257557,-0.06967248252961711,0.16543176951329758,-0.09109427421639377,0.12373465279354155,0.0045952074938697945,0.03599461311218919,0.05471677648923788,-0.0015135670764681371,-0.02920175707507043,0.08007624405982787,0.009059291989445106
c-27,0.02800986991031175,-0.035020733753472345,1.125973883246715,-0.08968712404042024,0.005833596150473281,0.009211503882933687,-0.02141077239961424,0.0719953182550972,0.018748468223199016,0.09506886803605911,-0.061141309466041745,-0.017360009535036695,-0.02009944424093348,-0.04714677045215995,0.08667236635400252,0.12001613004348018,-0.034451530974140214,-0.06400064334345551,-0.005650060249412993,0.0058922634512070604,-0.027881257112872884,-0.05141000762260118,-0.11813381901472433,0.20922923449189576,0.012165664259391406,-0.1177903760304161,-0.023184401437158508,-0.0063114679507475235,-0.039428612689243164,0.03528976085277346,-0.030254505408030034,-0.1091557378550364,0.057723356034056296,-0.03310473501635382,-0.22816359749457488,-0.15074922975877786,0.030899479331684028,0.07276711420507104,0.022626429609965974,-0.12278115502389145,0.002670927342628744,-0.087446607480545,-0.02849513044942524,-0.003058714625292508,0.07631644214810734,0.1495833898856654,0.08895992042822104,-0.07840566261935727,-0.23880434428377517,0.02786605867060692,0.0007282233783992444,0.08423802880974288,-0.010480192514526575,-0.01649747200351962,-0.016695816563776764,-0.029987333125152053,0.045242981288475904,-0.08228269080384905,0.037753281905116814,-0.05005416532526811,0.03594880862708693,0.02960123678977065,0.16965531955553098,-0.053158985280128794,-0.03275125888955356,0.03892529579321479,-0.001697304968914785,-0.009161425238553554,-0.0803766646090565,0.03202831202904169,0.03503634152675466,-0.036362251882893624,-0.022162000224982503,0.019159114100025094,-0.08347199967629314,0.18950861959580168,0.07344224858294846,0.11131737314176128,0.011161241353338082,-0.062095786890387465,0.04290007598425003,-0.02652377327079402,0.030244264205029875,0.008735624896523403,-0.034970434477462294,0.0005171336899825895,0.06318542150585367,0.04479420296131106,-0.015549663442765448,-0.04628591749802216,-0.02358937355332324,0.014058934645999197,0.09186961859487598,0.060812416570207,-0.0210337791420211,0.03555306032176263,0.0046149853641914065,0.03714140754128523,0.06842406881387922,-0.029612514621790847
