,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99
a-184,0.0922057827437917,0.07850117101143933,-0.0673259043887126,0.16123767897569655,0.175868630111841,-0.15217539707895636,0.05024471623303796,0.07917344359924032,0.12477084494401404,0.10714319219310321,-0.09468969765579503,0.052192646191551194,0.0750181604568687,0.12681789780659064,0.05365145642545665,-0.03646199401185677,-0.04825463181119847,-0.027850581853359663,-0.07799780173183588,-0.16196500901669453,0.04367374833045304,-0.4002884626749155,-0.2217640500575085,0.13397097647741965,-0.14923033288227558,-0.02256251320070647,1.0344260375177923,-0.0018108871420884508,-0.04611629994773834,-0.07771365001766083,-0.10294166315442929,0.2669190113537173,-0.3394133143626194,0.41727132321578064,0.043653822153817634,0.11597023605606396,-0.42480339474420914,-0.03044176463135532,-0.01916457225382909,0.13279180927414763,0.32598524486485875,-0.05995841449644136,-0.05848678689934764,0.15597660276665473,-0.02369270957184381,-0.18088986563855286,0.1805820105219249,0.013170280995902369,0.2013538498137481,0.027673351089050682,0.06222587698190611,-0.1602817111158392,-0.06978508425753384,-0.09457995599742908,0.009093320940534659,0.07061587675898412,0.003926909449151916,-0.0738056366180106,-0.05559880823733716,0.0007708182914446706,-0.2691898321598758,-0.2520343601362704,0.20262992530659496,0.39652348969688933,-0.11478261790081336,0.15127122373226268,-0.034680834351075746,0.08806024669347917,0.0896018871298799,0.23627633788834546,-0.19510587511248426,0.07001228665441203,-0.32352906829148187,0.10945611142127677,0.048623001364565085,-0.2235775485462285,0.006871740004345865,-0.2279101072049572,0.24532727233085933,0.02975231509816511,-0.14203704018157287,0.24094532173599892,0.042340266714870886,0.13020454242125024,-0.15099353210080677,0.05080087505527262,0.044575988827345744,0.05391366866528051,0.2306442005603127,0.04511214762048495,0.16500556910274666,-0.12435067125927411,0.009096722715770974,-0.03090736393319892,-0.04873450332312211,0.052225703898583144,0.1758012474435415,-0.11916588308370071,0.01543114843535471,-0.22192401533892814
a-185,0.26137395115212003,0.19554240393801972,-0.14736832793762591,0.014005540006486069,0.09476687866042756,-0.31837167210161127,0.14163386509856712,0.07174644842380287,-0.03699644186451997,0.2328225732883212,0.24081317179869347,-0.07357065013800666,-0.09623059636330548,0.002628064036916538,-0.07038821689334467,0.21911928750424642,-0.1661331855975272,-0.11680084892409262,-0.06762602460181842,-0.16326446761432242,0.17189254570333426,0.25132607887465164,-0.0019393302582861936,-0.2653176127410564,-0.04071412657487542,-0.2378883245106047,0.9157097684924063,0.01981672917363642,0.11923500510338972,-0.23169846958260268,-0.007310033745249606,-0.2861541413062423,0.14566409968523594,-0.38761367643618877,0.00624362769888777,0.11951837871089557,0.08907056090431972,-0.00486794691259,0.12447434357234179,-0.17421333829407848,-0.22009358131109677,-0.15228726934730766,-0.3976369823684698,-0.20550012979097088,-0.1874854361081164,-0.14885850850912072,0.31745819576749407,0.09304189607800784,0.08175673432054488,0.02438354941537753,0.326449425144235,-0.11872261153673674,0.28421195521663656,0.048171749658315985,-0.14873091429562568,-0.36710369698762424,-0.2989114217267929,-0.0011009457984385,0.08695777614852279,0.02951654928051585,-0.1336518980856167,0.09126591064387946,-0.10809027120219422,-0.07028132689012918,0.11579696544134628,-0.12904358104551875,0.04874708554624918,0.07931185533038775,0.03176212425716442,0.010980015950463965,0.0968401108918863,-0.013854779061458166,-0.0328113146385318,0.09001800534887816,-0.02960774472920006,-0.021949818631090932,0.0029542458926562635,0.046462748827021734,0.07838655451233532,-0.22995959660544105,0.2363276602383407,-0.04666488952054214,0.10720675636061182,0.12852709191981943,-0.03805139195844976,0.08809022586628219,-0.027806596924232447,0.014061855821061493,0.09400762126937985,-0.33669527005561173,0.04189045443955143,-0.061038286855885776,0.028070942303322483,-0.03292422393049416,0.05539338285304584,-0.07968314434265474,-0.01654151562985522,-0.09492178073001768,-0.048157056778198024,0.029365026167352953
a-186,0.0876256677787442,-0.09144733607782451,-0.045869693628865206,-0.23159810640594625,-0.23876032957379392,-0.06068092566877921,-0.14777434472601952,0.08977021994367147,0.23377568030656215,0.01855105111550971,0.13012378411119951,-0.015584870785328447,-0.1629335368114147,0.03609134728774003,0.04698849830421619,0.04186508117253715,0.20210901508425624,0.0865883421675109,0.0034242503976748538,0.26803094236795616,-0.3232715940599472,0.1828537259799262,-0.17007920112969319,0.13562949917018882,-0.3283302324779659,0.35321271056378534,1.0069004969214683,-0.16611937481635883,-0.2242391998037805,-0.18880426284322369,0.07156824754376774,0.26372951462660926,0.01706940117572768,0.2015677995231748,0.14796123305080608,-0.1320864421030012,0.10854022571409609,-0.02969145735783399,-0.18780525463698308,-0.14567839529919313,-0.1694987851465223,-0.22154386071104976,-0.08308418944773745,-0.00641437216283045,-0.023212571813762663,-0.09049021356316152,0.14007007691610515,-0.23414855071250407,-0.11270364809965266,0.032454536787737465,0.09581824442298818,-0.20350003445538226,0.24596821255630621,-0.06603474705216222,0.20844325379388653,-0.11416874366855388,-0.04863330075248112,-0.0413975263649471,-0.15569871070507027,0.11089597925321482,0.016459537779767528,-0.0469002768389809,0.13693780542967207,0.10749004243246206,0.0010479124928954868,-0.0034864824047991815,0.0828298106946723,0.2413295186438715,-0.02074701217403204,0.25915066669549974,0.08685266330551918,0.06285101502939229,0.06149406392730042,0.08220551333609886,-0.09067907657592267,-0.21952151778155884,-0.09350036854497386,0.28287637830100587,0.09306204572646887,0.06518352606895098,0.2497707570873711,0.13841579310910376,0.03883894419503063,-0.14117536347472864,0.10773816181362182,0.07352977798521397,0.1601234669283133,0.2173840433232634,0.020821318851812574,0.00833980053397545,0.1605640115291927,-0.17547774862522778,-0.32629492615649697,-0.24971125549480672,0.11674553413029509,0.23631675619866682,0.08513618994215226,0.11777991486962329,-0.19853086464116176,0.04536655520764189
a-187,0.23041912849176177,-0.17943585066683007,-0.01000247046065778,0.0856569777837314,-0.16714400209720046,-0.08071971870399779,-0.0725144343627079,-0.01054610873453294,-0.26530583310355826,0.07586962917545459,-0.281108374038699,-0.03271658592548758,0.2307966594959716,-0.07743306235810589,-0.18667052392141267,-0.07035968559672631,0.04087120294924651,0.08218673933016897,-0.05025126710975509,-0.08840523995680746,0.38758991620790323,-0.0637101999986523,0.15818408906396605,-0.06262340820818485,0.18216397017133407,-0.2912702236436573,1.1014676750062256,-0.021072050870100733,0.09831503453833323,-0.14777836803474004,0.0997687243486333,0.12970371215042187,0.02396877676352702,0.1441703392023048,0.08439375062497924,0.05235046100001732,-0.02325956462926268,-0.25915718650230696,-0.01900022096128012,0.09310127489561026,-0.4420775606125,-0.20172373814459127,0.18601116927060252,0.025907413258282407,-0.2738880857789497,-0.17577644000385534,-0.1317277721364967,0.04258376862690756,0.20991980851937841,-0.11826127395136973,-0.2196498189042519,0.06302768888829252,0.11891731147265576,0.061197285948459634,0.002486188613323364,-0.14777675176905875,-0.12957213721105684,-0.08560917255394325,0.05080850319001457,0.00752117566559998,0.09666058284070393,0.05567033592901676,-0.05029743526314913,0.049266475263773514,-0.1849915707203835,0.05732934438422426,0.11049610208878542,0.01043081674079395,0.04618489712329108,0.010668799789255482,-0.2406305696092578,-0.30279791630960473,-0.23094458308869176,-0.580257293156834,-0.0018991884269999493,-0.1784627504272219,-0.10917957377831296,-0.04271924279635424,-0.20543988065558985,-0.1626498633176859,-0.10516640531776955,-0.15262163473227428,-0.2337019397072263,-0.003086715726210998,-0.10361021787183715,0.05663584357345583,-0.08337899882211844,-0.09387976344405619,0.01668765525082408,-0.22862947266512182,0.18458934239175015,-0.05596708115505386,0.008235255347158722,0.09703836963039623,-0.06720200882266972,-0.12301354465013499,-0.24922006611377817,0.09739921441608189,-0.1001486053679407,0.13978905409178838
a-188,-0.27588982957827524,0.09770822937233171,0.1904705273590546,-0.13171361259101916,0.26185771197832025,-0.37452716344797315,-0.17691929003619136,-0.08708617524945071,0.21492353783448545,-0.3139826379820732,0.12144091075503463,0.028622868859032435,-0.20902829125747044,0.20796200047458027,-0.14771141522385858,0.27600989018731353,0.06593430575278066,-0.08412728305484765,0.06678583117379787,-0.07752206321756493,0.0682902377703984,0.10248144200737182,-0.08805086369011134,0.024567168324124325,-0.06468827343738033,0.05266004771388766,1.0252465697802413,-0.2126127856794591,0.04688233918028703,-0.13299075221021747,-0.05575494006937659,0.07550379416486018,0.143026111106963,-0.23531649866638912,0.19456763185856563,0.07006093254505229,0.06261199186463702,0.17941319322456484,0.36877632653831566,-0.1723379485638611,0.2159128081581004,-0.11174671837279493,0.32600356232143257,-0.28756007262409455,-0.12212565612928578,0.27003775917586903,0.02154075983845971,0.2389981048478633,0.07253763930876257,0.14413940149686616,-0.031272320241900936,0.2576893462812205,-0.12334927885655625,-0.2957835201436367,0.15350719742334604,0.07869167945696323,0.008883603512737257,0.1209500767576165,0.18089863368475192,0.001681568100089322,-0.23638324169927893,-0.1618433116791778,-0.009480654673364354,0.010629291426527859,0.062707840087909,0.048018912834071156,-0.021111452619353908,0.2457640703215066,0.08300584266602158,-0.01168127368597834,0.04551010255575441,-0.0665340381454507,-0.07483575725791906,-0.015244066016000745,-0.01526291918443687,-0.0982168243825013,0.05962990448617335,0.07594944973021686,-0.24520647227565445,-0.20760963362930174,0.028516105197460697,0.1883816576238459,-0.13915838303010433,0.22625744996186975,0.22415257127301,0.06746042059562192,-0.08445555131438098,0.07495141211754482,0.2065289055182387,0.03144365344621434,-0.11287301682434094,-0.04009563700692789,0.06038447564350889,-0.1932869966575682,0.04159188792916024,0.12720485232385387,0.03777344867052819,0.32807926599789267,0.24508460252589842,0.123424497997376
a-189,-0.06049869087862137,0.0927174430707473,-0.07821101664735775,0.04946367353681654,-0.04269508485604972,0.030131382330508185,-0.1791707888718122,-0.1647513185269246,0.1790956206977345,0.10587213136893456,0.2358923096660042,-0.0860842201952099,0.19358992161029656,0.0786945275818303,-0.0019209859169355698,0.45424744457143396,-0.0889853928419872,-0.0006647039146553704,-0.07554072796443362,0.08937239301721453,0.03990426739697166,-0.1579906597139027,-0.12359917856647101,0.14089666523685215,-0.053571609397269106,-0.03901510046490091,0.6735659729688515,0.29963655437570735,-0.24967254293269064,0.13093624107027735,0.0301185050066579,-0.3632741966407567,0.07048530297808407,-0.020188115197185153,0.1093258674268712,-0.11955640106468421,0.3569379663719966,0.02658792462827441,-0.11703542913507603,0.2056958265924793,-0.15920117082483543,0.01338908746465447,0.0755221569997255,0.0455180929251167,0.18921403533880704,0.1342756158281854,0.05574162336354452,-0.12363328594776282,0.15337267011727954,-0.10933020197229029,0.2866302723753673,0.01634678129913059,0.07826233596720743,-0.04319798815394611,-0.1328876210965066,-0.10208173024738082,0.08034686326394526,-0.05060049739911161,-0.060454658193331005,-0.015449982413633217,0.10620377007524164,-0.1541172160241536,0.11943931355862572,-0.2314474075456835,-0.048457817855006316,-0.06727824922836316,0.11400539372984257,-0.277726346222183,0.118997219286684,0.13729703759418763,0.09378077463799644,0.010669404038970891,-0.0029123709479043987,0.0992265794430387,-0.08587842119713877,-0.0011010843308604445,0.018737894142627946,-0.14711990790738685,-0.04678090409789014,-0.0061453375113229205,0.22125331527679715,0.07189655870896024,0.040863572832464466,0.01274358140696575,0.4073443580199907,0.3468803336549362,0.02653152787040422,-0.2216180587150968,-0.1552891912737058,-0.14794402699653916,-0.1565143725718211,0.2498405358378952,0.12670159460621158,-0.0696520032393732,-0.14607958777003932,0.08646262751796734,0.4220600636362763,-0.08821950787685082,-0.22513813299892915,0.014395110931947524
a-190,0.10000710464064376,-0.29134756394991856,-0.1850731935764995,0.1815369697756356,-0.00998299552445099,-0.11328751187566241,-0.09310785365390867,0.1828017359150897,0.012834816144933283,-0.009886508520725716,0.1990570036186606,0.029512943025925987,-0.07549180524421718,0.08454220966229894,-0.2884546050159202,0.024608860626440545,0.11372436032170012,0.11470375954925385,0.10539921587203703,-0.06334719179793404,-0.16021791886736642,-0.049157203193534914,-0.023931673138318114,0.04067584691797699,0.07935507732200435,0.11306439196258504,1.111788708778895,0.15872229576270847,-0.042993977908739434,0.048409496136473266,0.0021733342980663375,0.009140657307312519,0.10608862588785098,0.013307404181759328,0.01831841650945021,0.13797597240362178,-0.08032822933261836,0.18464271158892245,0.02953042729012598,-0.09517875867088955,0.005957580147176367,-0.1815397918720886,0.05686358868955093,0.22957545276757438,0.3513502840248115,0.07509009312254414,-0.03527587913793733,-0.10261269442790845,0.0702950772491678,0.0880938360248979,0.04984223729651674,0.07470201759119224,-0.3166849833646513,-0.05388983271344853,-0.3714173163564973,0.121369636009898,0.18406906953353863,0.23808547891816212,0.01862533501130198,0.134542099717666,0.17214569574370994,-0.006553146567983845,-0.05308891916465909,0.16205053218939666,0.15546757448653292,0.06167915704082693,0.2726308836094218,0.25022106677832673,-0.046275502112587,-0.10262789038853737,-0.28966081595367965,-0.18616084624230117,0.1341971793977235,-0.06611570950531487,-0.0889051852321348,0.049357336824896306,0.003161488836085216,-0.15329707840320783,-0.10046222432962955,0.02199795753204061,-0.03747463929586944,0.03190531870961715,0.17044939618624227,0.18032588211476883,-0.31750381341842576,0.2914511922369388,0.12402637275568994,0.0594154037710381,0.10796788911736202,-0.14090550481418515,0.013237105577627997,-0.010141461775999245,-0.1505122636502407,0.03416251988992655,-0.0009933083422806628,-0.01458664720917831,0.0417920730116136,0.012933980103960139,-0.07668301423942084,-0.023292142394155266
a-191,-0.18249127242203306,0.0556944811343395,-0.009139449440705579,0.039083289798778446,-0.26498344979332983,0.050174537070940765,-0.027342290894497395,0.08170680752795947,0.1429378864045013,-0.0797518990078194,0.046955584367860424,0.13644882628651486,0.15368811606947821,-0.40962947819585843,0.09360224202833983,0.02895655689445973,0.041823940546390936,-0.010811862928546797,0.26215305289513324,0.07109633796345415,-0.06967468838762028,0.020412506807344043,0.04470236041491806,-0.022854812692638247,-0.13755771121067,0.02345896603863274,0.7952689207288706,0.24300203580236715,-0.08370388676774632,0.09568191566631068,-0.0688445102235038,0.0911007359411261,-0.007206217990414449,0.03179894684988529,0.23603478354559232,-0.25821938641522624,-0.38877728036375275,0.013345188154905893,0.08098410292766933,0.09626437532693273,-0.006027669007974332,0.08114595616692646,0.1715056936726568,-0.11569406051901286,-0.09324844104602156,-0.017463839242508408,-0.006081876325558527,0.25481505050278597,0.12517497938423292,0.041830837799222594,-0.02199639150735347,-0.13088001886737635,0.057485567725085035,-0.19633243421114233,0.10941435085528246,0.1949490679567999,-0.15305777683666663,-0.29670425969173575,-0.018864627248851715,0.2169730582493419,-0.1110015005734337,-0.09957576704628532,0.09328013270154692,-0.08174619935840334,-0.0882018001548612,0.016216425062627614,-0.29027755851734743,0.040309468527607036,-0.29235333365118793,-0.07866180937923743,-0.13229544830491657,-0.25936343153948793,0.1277075520857224,-0.17242655142654764,0.09995867045326494,-0.15765608843814802,0.11189695607097581,0.037025312126951725,0.20420822281645318,-0.04825928524135421,0.1748395171831526,-0.06354687466771655,-0.24409906708618553,0.2594955292690687,-0.12858282187062728,-0.11342423702277483,0.033830601085512585,-0.11138386212062475,-0.14893172450297662,-0.04714783982027132,0.19634192308306742,0.16027016479179726,0.020457854000307283,-0.023708200819342887,0.09667683695974871,0.01733448993019822,0.08555457449345968,-0.10062335186000217,0.2535268414509057,0.16183503251058237
a-192,-0.1880450122821149,-0.06232593719272209,0.00839320837872883,-0.29538806434862847,-0.15788237788768153,0.11761445721019397,0.08793973790332676,-0.042953983296512184,-0.260590869963509,-0.25447717920386137,0.045517347204423644,-0.13014981944191323,-0.0261223762043602,0.20532234302734853,0.20153853805653069,-0.06988513569686056,-0.08890433871680474,0.02115504186054367,0.0960203295872634,-0.08938666460924119,0.0020439767349942004,-0.10291318215479535,-0.10763227729807673,0.05680245488434909,0.11816981101866139,0.05611397834027237,0.973325372403137,0.14821116554435232,0.1675189079760434,-0.10408436587470557,0.12331628505371532,-0.00677170988912316,0.19012522326419604,-0.023295791672854994,-0.09934561692039282,0.23712499781551577,-0.13923710590455365,-0.09006425077414576,-0.005105902711686863,0.05226329640489497,-0.3039782165443204,-0.042808726354193846,-0.21319519348059487,-0.10355900585382961,-0.016956160113760877,-0.19665611933402213,-0.2152026435790763,-0.14953678831510817,0.2176029005822931,0.07606994513029527,-0.22493658194115376,0.25394017327465657,-0.17204499789379848,-0.103996435353246,-0.2753214072544056,-0.11142029107219523,-0.3800925450492275,-0.22021920808069795,-0.11481295660777381,0.1033343303172196,0.14348693450914207,-0.35718167133482726,0.09638137360473795,-0.23070862950717255,-0.06794816942906205,0.0652371439903296,-0.15107431803907875,0.024639158395814636,-0.0329705950382947,0.021065041754699153,0.025123942215053756,0.23323426900086747,0.3303013328841749,-0.022941056805284056,0.13901010834616126,0.024952767845887805,-0.1012695360273012,-0.006798988840864012,0.020292845316513805,-0.19708759558938843,0.1569287389502601,0.0523613633130112,0.13182741453220032,-0.07622471488929342,0.004460549910979756,-0.21351170094879754,0.4129775835801679,0.12117692442978567,0.055520579730286124,-0.05677342990430106,0.28663064465865234,0.17024483795978407,-0.037086122345492925,-0.022430387381407003,0.18278749855874685,0.12347378671937186,0.20360070766477403,0.158952864053395,0.292560084734674,0.14081192543531273
a-193,0.0938884837672193,-0.18286744716422282,-0.002837476397802822,0.18200087117957917,0.06299404520436463,0.13854232261371127,0.336817138601636,0.11985068549265364,-0.23032463722090377,-0.013085865962244366,-0.12519553869977157,-0.2347708406569961,-0.05515805478662494,0.1831246105977882,0.020689796129394582,-0.11889125776809353,-0.24753585785318616,-0.277060486283506,-0.1393514928049758,0.167993434839639,0.1854685349209405,-0.02257465034425724,0.2709110700418627,-0.01975663225040245,-0.21625489661065456,-0.23788064802545789,1.0760613368039311,0.28271644330950835,-0.06116396525650412,-0.16884217602850468,0.09092862756629222,0.051860562380295176,-0.40055826175995446,-0.18161244145256197,0.4375274686004134,0.06567755188992146,0.14084082954625715,-0.1860538365149619,-0.15364930620330408,0.13733050265048813,0.17613455143208195,-0.2504761222751305,0.060031240007988505,0.02215677142783383,0.03597219711813765,-0.028968991871886184,0.17338423098170094,0.014707578312596505,-0.0658733330210207,0.011173286163232302,0.06645368107855128,0.3014581121492443,0.06515317927612684,-0.13986219489067428,-0.1196954708164642,-0.03924140710684855,-0.020753971019643824,0.23152508077980785,0.206126119240609,-0.10955707810339181,-0.0712248006506539,-0.1219443266350696,0.19349928265397506,0.07198750095655426,0.06598333620791141,-0.14527784435011912,-0.2392139453944421,-0.08987043069395027,-0.2504455360260471,-0.23068224850592697,0.02169415568370777,0.19688381636161403,-0.04712999016119418,0.04821220267320294,-0.07823890965351478,0.1396794319054206,-0.0014114916337722725,0.28920416379071756,0.26750430884963966,0.1852908223306895,0.09190251544343918,0.029718223845040942,0.1188778564715539,0.28202271322362554,0.11947475507890398,-0.08213027834207395,-0.04974264035770666,-0.2888839012607759,0.05739569282830602,-0.37894165246726186,-0.228230203320564,0.018218896466209965,5.454563144693825e-05,-0.17125169667258708,0.2963514578733525,0.054392668893437066,-0.2704091587828151,-0.10192677251812116,-0.011504523636017077,0.10202887166851238
a-194,0.032582953321273464,-0.08273848921467046,0.03467008588144762,-0.11347040977159728,-0.14259999932619344,0.0191657598374113,0.059640163342906616,0.10957784073458285,0.03960373387295298,0.15064008298230988,0.055390473471238544,0.10623256712495507,-0.24310155788322868,-0.03540065293384049,-0.25650880434714,0.028371318620442402,-0.08476017401883207,-0.18176708203184008,0.2003810835228101,-0.056027083729076894,0.024144330428725384,-0.17593982698134367,-0.14580201845945398,-0.12825285078485105,-0.050921397215472924,-0.13243475951437844,1.0172804535399504,0.10038900588655976,0.3068063623091565,-0.10105543558386898,-0.029569754386172944,-0.0016101349340196156,0.010880459118118574,-0.10030362481736223,0.06771559161128068,0.17048628899678522,0.012169655554602116,-0.06586591704762577,-0.04669193298941097,0.00592002254925929,0.13656264461681777,-0.11051080941319509,0.16364648348269936,-0.04057936258570664,0.525079267849751,-0.13067861787059515,0.14941891783688008,-0.03892119849722374,-0.15214748260261718,-0.14239830675318504,0.014073235704182502,-0.16077387818587885,-0.13402243132773495,-0.18524311517815972,0.0743423156467501,0.04499340864546807,0.06448895404930656,-0.04613704115160043,-0.04070595107460551,0.02864254247933104,-0.04990702092015922,0.028996350422050194,0.053970711576458885,-0.04224673898648728,-0.15765090527180017,-0.1674752333129567,-0.1804904835801882,-0.16260654252218334,-0.0733842503512149,0.1248534788876795,0.27056041374959616,-0.18042834257971826,-0.03899537588646965,-0.13641508118656637,0.13752623594493996,0.06284708855318055,-0.1264382586158766,0.11153465604964212,-0.05643551266959648,0.0008192999839871498,0.43573547106377214,0.05712854025489342,0.011425155063365413,0.09906635215463107,0.11249128672442309,0.18718464367689788,-0.2741504468641196,-0.08456806648821717,-0.30169642516121115,-0.05451927632143529,0.06441935076411617,0.137848071915188,-0.007542204521625374,-0.12179023263961906,-0.104727360912383,-0.07867784243093955,0.06058195287742935,0.09102315841535076,0.19200884730146298,-0.23670687512773786
a-195,0.23600384897104226,-0.04903470875958756,0.042153042959733024,0.21005237579835234,-0.15296379583089598,-0.2806398685943393,-0.10632600807211304,0.0363947131992744,-0.051225670546727865,0.08053402333521605,-0.2468137148602368,0.25581012980258466,0.14734513933094467,-0.1766232350206535,0.22511323783204526,0.17081206568520313,0.04635273001023324,-0.18401749071968337,-0.019811358617717708,-0.02371170843762662,-0.15875485995065974,0.015094401284141067,-0.028316758321159784,0.3434916813851555,-1.7133448786924727e-05,-0.122571034694984,1.0668900813395001,-0.024029640053890824,-0.18925816262582723,-0.15503990424470424,-0.03692435351469672,-0.05735345608276597,0.03783254613298719,-0.0814881689039534,0.08935498368999317,0.1514362480178256,-0.26910416660102227,-0.14156014466343936,0.15303438753663795,-0.0890409397033125,0.010319192852654018,0.007031031176978629,-0.07798921491352925,-0.17702839564881662,-0.03286345271152221,0.17826085596475927,0.021068262389796862,0.3311766242250127,0.21468333029021486,0.07926095928669323,0.17972840350654679,-0.015672799627380083,-0.16669442930231224,0.1225735343999566,-0.07639698598431549,0.1454702409647405,-0.0747812038223045,-0.14998153401550898,0.11884703208537223,0.1381089296660552,0.08814854059695049,0.1722165503198218,0.016416080676910277,0.04719898870015501,0.1301828919443489,-0.11022666113292269,0.1587163851622209,0.1681699044457811,0.05938778152393284,0.12245834567058171,-0.1406061352677092,-0.16957244990130887,-0.014827748314985168,0.27747504559698655,0.15395855364396918,0.0803134133107925,-0.09105718872624376,-0.013837604530166263,0.08577382494721801,0.24517916802609638,-0.03713741691120992,-0.18655688372024845,-0.08176065384626308,0.0889743016693623,0.03057808682351115,0.16964516984166786,-0.20321532246269638,0.07384582553322397,-0.21162061526698714,0.17816954071606497,-0.06598524476841904,0.06623162259520551,-0.05956648871253062,-0.15619846657898445,-0.07614778588426448,-0.3862305786749951,-0.0011645297147035896,0.04900966812529101,-0.2104198821739872,-0.06021293669919914
a-196,-0.11298951996684856,-0.04439726484885271,0.0712530518054005,0.27068432965648426,-0.37170738337052633,0.04828760071888133,-0.033745878863552146,-0.26733921730659854,0.003426676482541204,0.029978187595045325,-0.15054145900253352,-0.013509142132983425,0.3045057713801206,-0.18451208615359113,0.038153055154226595,-0.2745873154038932,-0.09286788341199691,0.0296279477431016,-0.04445478288396621,-0.06344068598530592,-0.04709512100383275,-0.06837012743577722,-0.04667131890416345,-0.27591719859050634,-0.15024240018886517,0.029694347883353556,0.7973781721197531,0.008444880717335911,0.059070776621310724,0.0688915739701178,-0.14573909922165218,-0.012637116283716991,0.22883013165117164,-0.13405679179031815,0.13721907910861517,0.06554440433331925,0.1407206311882417,0.08061750893427783,0.096777747653367,-0.0512029615302257,-0.2903456230088361,0.2288974024223852,-0.04127390316902044,-0.0997884915213318,0.12879861127973935,-0.06324849536849984,0.031150637700007262,-0.22430820337952945,0.1970754633792457,-0.09687606860430927,0.009952877086042687,-0.12557412175632246,-0.17922591258701467,0.08155160260814247,-0.01203119850332727,0.03575174062041888,0.08165782173162367,-0.08003864980071422,0.281499958217377,0.25115781671485815,-0.1159917027187908,-0.3124855176294593,-0.2007391416523883,-0.26272023605622463,0.017648731189517153,-0.15078196711696246,-0.05699788655120918,0.009637086682691181,-0.13527401239250433,-0.23214087746394563,-0.1957749562312888,-0.04387929024642864,-0.17660622524175998,0.08644414431056208,-0.3219569456068106,-0.06864158717095872,-0.026104412580592595,-0.08192511407367384,0.11007819858851133,-0.09646471597235422,0.20185987477306272,-0.026162072904415027,0.03180222045978438,0.18679287955566834,0.14636409866975894,0.056953311050603306,-0.18115354144501095,-0.08629573660070061,0.010984581203478217,0.05358010196762214,0.20786274030679874,0.18291290575213973,-0.06623565046833543,-0.2906479264676428,-0.017409193646265135,0.14393128950371098,-0.045964296903575494,0.09564955356754402,-0.13603152755688902,-0.09053965067610308
a-197,0.07089985330853475,-0.24077503671543732,-0.060997995443453905,0.14316042958575745,-0.016074576871676946,0.13235747469134845,-0.17125990928462517,0.04745644144223923,-0.0881382048699811,0.006825204278651518,-0.05328629175860166,0.08886020082244941,0.14668884777699778,0.24534540228187085,-0.06896126607256917,-0.037389709368199325,-0.06903830697318065,-0.1851720575142816,0.0995582339175231,0.03951420852349531,-0.059164374609955675,-0.06227089024905005,-0.17450772411115476,-0.033364817937132966,-0.08937155343088402,0.09433168278911508,1.0656831691242552,-0.2880046655691901,-0.17543601535529724,-0.19522007128265173,-0.08637713992820222,0.014681857918110667,0.041411714033889886,-0.2896269426974762,0.13574108404339416,-0.024626809150694012,-0.1443129238257349,-0.17948501304563572,0.49062389360484326,0.12232387322637402,0.42681340852248095,0.14408864981613487,0.012995803984296098,0.0801706453735512,0.10384094902305213,0.07710424965710676,0.1801016269894251,-0.053084929781737115,-0.09925353832798689,0.14415894536319052,0.17297915709024816,-0.023067575138204406,0.020735231604761387,-0.24301964260640982,-0.19981624835011602,-0.14728428784445782,0.16140257051125081,0.10109940423218464,-0.03203391717743123,-0.14659273328762523,0.3368946518186865,0.22382251272388298,-0.23015592686617745,-0.2800499714167893,-0.037301069473260264,-0.06051585261053393,-0.0876972774629823,-0.27002551341174474,-0.0781370652783511,0.2858349267801349,-0.08885543517406312,0.13358111892671645,-0.16822042247492222,0.19029029652779564,-0.03686243155156052,0.07439331094770361,-0.03325960751751892,0.1353323268887607,-0.09725130020473667,-0.07869516976748364,0.18746313142927798,-0.03126638195294179,-0.09912913858189866,0.03576729174248125,0.15265578733404142,0.2560987557492594,-0.011793542193386984,0.17281725122494265,-0.17067133792270764,0.15656892905297476,-0.2004337364525285,-0.11848333265178737,-0.21130246913815737,0.0023116694798060444,0.06579980674383423,0.036903274451070854,0.13006977723761717,0.11859552786915376,0.12314697195542945,-0.23030981020364075
